actor,imdb_mean
Jorge Clemente,6.2
Jorge Diaz,5.885714285714286
Jorge Garcia,4.8
Jorge García,6.4
Jorge Gutierrez,6.7
Jorge Hernández,7.0
Jorge Herrera,4.3
Jorge Kent,7.5
Jorge Luis Moreno,4.7
Jorge Monterrosa,8.8
Jorge Perugorría,7.6
Jorge Poza,6.4
Jorge Román,7.9
Jorge Salinas,6.6
Jorge Suquet,6.65
Jorge Usón,6.949999999999999
Jorge Zabaleta,7.0
Jorgito Vargas Jr.,6.4
Joris Jarksy,7.6
Jorja Cadence,4.7
Jorja Fox,4.5
Jorma Taccone,6.7
Joross Gamboa,6.6499999999999995
Jose Atuncar,3.7
Jose Guns Alves,2.6
Jose Miguel Vasquez,6.8
Jose Pablo Cantillo,7.3
Josean Bengoetxea,5.4
Joseba Usabiaga,6.7
Joselyn Dumas,6.233333333333333
Joselyn Gallardo,6.8
Josep Linuesa,7.0
Josep Maria Pou,6.1
Joseph,7.5
Joseph Anderson,6.3
Joseph Benjamin,6.933333333333334
Joseph Bennett,7.4
Joseph Bishara,6.8
Joseph Bono,8.2
Joseph Bou Nassar,7.2
Joseph C. Phillips,4.7
Joseph Callender,6.5
Joseph Castanon,6.4
Joseph Chang,6.8
Joseph Cross,7.550000000000001
Joseph Cure,7.5
Joseph Fiennes,7.35
Joseph Gilgun,6.1
Joseph Gordon-Levitt,7.387499999999999
Joseph Huang,7.4
Joseph J. Terry,7.35
Joseph Jovanovic,7.3
Joseph Julian Soria,6.9
Joseph Kloska,5.8
Joseph Lyle Taylor,6.2
Joseph Marcell,7.6
Joseph Mazzello,6.4
Joseph Millson,6.266666666666666
Joseph Morgan,7.949999999999999
Joseph Motiki,7.15
Joseph O'Conor,7.2
Joseph Otsiman,6.5
Joseph Sikora,7.5
Joseph Simmons,4.3
Joseph Vijay,7.6
Joseph Zeng,7.0
Josephine Benini,6.7
Josephine Berry,5.6
Josephine Davison,6.6
Josephine Langford,5.15
Josephine Raahauge,7.2
Josey Montana McCoy,6.9
Josh Bolt,7.7
Josh Brener,7.133333333333333
Josh Brolin,7.12
Josh Bryceland,6.3
Josh Charles,6.233333333333333
Josh Crotty,4.5
Josh Daugherty,6.6
Josh Dean,5.2
Josh Duhamel,6.140000000000001
Josh Elwell,7.3
Josh Emerson,7.3
Josh Epstein,5.9
Josh Fadem,5.1
Josh Flitter,4.7
Josh Gad,6.8999999999999995
Josh Grelle,7.7
Josh Groban,7.0
Josh Hamilton,6.65
Josh Hartnett,7.5
Josh Herdman,4.3
Josh Holloway,7.4
Josh Homme,5.3
Josh Hopkins,6.7
Josh Hutcherson,6.099999999999999
Josh Keaton,7.575000000000001
Josh Lai,4.6
Josh Leyva,4.9
Josh Lucas,6.719999999999999
Josh McDermitt,8.2
Josh McKenzie,6.5
Josh Mostel,6.85
Josh Murray,3.6
Josh Nuncio,3.4
Josh O'Connor,7.7
Josh Ostrovsky,6.6
Josh Pais,6.2
Josh Peck,5.175
Josh Pence,7.1
Josh Reid,5.4
Josh Ryan Evans,6.2
Josh Schwartzentruber,4.5
Josh Segarra,7.5
Josh Server,5.7
Josh Stamberg,6.08
Josh Stewart,4.45
Josh Swickard,5.550000000000001
Josh Thomson,6.5
Josh Whitehouse,5.5
Josh Wiggins,6.3
Josh Yadon,5.6
Josh Zuckerman,6.5
Joshua Ang,7.8
Joshua Carlon,5.4
Joshua Close,6.8
Joshua Cody,5.0
Joshua Dutrieux,7.6
Joshua Fields Millburn,6.7
Joshua Flores-Q,5.0
Joshua Garcia,7.099999999999999
Joshua Harto,7.1
Joshua J. Ballard,6.2
Joshua Jackson,6.4
Joshua Leonard,5.133333333333333
Joshua Malina,7.766666666666667
Joshua McGuire,7.8
Joshua Mikel,5.1
Joshua Peace,6.9
Joshua Rush,5.8
Joshua Santana,4.1
Joshua Sasse,7.699999999999999
Joshua Sinclair-Evans,6.8
Joshua Sitch,8.3
Joshua Zamrycki,5.9
Josiah Gabriel,6.9
Josiah Hogan,4.95
Josiane Balasko,7.7
Josie Leung,7.2
Josie Loren,5.8
Joss Ackland,6.7
Jossara Jinaro,5.3
Josse De Pauw,7.5
Jossi Wells,6.3
Josu Cubero,6.7
José Burgos,6.0
José Carlos Ruiz,7.4
José Coronado,5.98
José Daniel Cristancho,6.6
José Dumont,7.2
José Egüez,7.7
José Elías Moreno,7.6
José Garcia,6.3
José Gimenez Zapiola,6.1
José Giménez Zapiola,7.0
José Julián,7.1
José Luis García Pérez,6.2
José Luis Marín,5.8
José Manuel Ospina,4.6
José Manuel Poga,6.266666666666667
José Manuel Rincón,8.0
José Manuel Seda,6.4
José María Pou,6.4
José María Torre,7.0
José María Yazpik,7.7
José María de Tavira,6.5
José Mujica,7.1
José Pedro Bujaruz,7.0
José Pérez,6.7
José Ramón Rosario,5.7
José Rubens Chachá,7.15
José Sacristán,6.65
José Santillán Cabuto,6.8
José Sefami,5.633333333333333
José Troncoso,6.0
José Zúñiga,6.166666666666667
José de la Torre,6.4
José Ángel Bichir,6.8
José Ángel Egido,6.233333333333334
Joséphine Derenne,7.5
Joséphine Draï,6.7
Joséphine de La Baume,7.8
Joséphine de Meaux,8.5
Jottapê,6.7
Jouji Nakata,7.7
Jourdy Pranata,6.8
Jovan Adepo,8.9
Jovial da Lopez,4.5
Jowharah Jones,6.6
Joy,7.0
Joy Bryant,6.3
Joy Fernandes,2.8
Joy Gorman,7.9
Joy Kate Lawson,5.0
Joy Mathew,6.266666666666666
Joy Mmezi,8.2
Joy Pan,7.1
Joy Sengupta,6.3
Joyce Feurring,7.6
Joyce Walker,7.1
Joyraj,7.4
Joyraj Bhattacharya,6.4
João Assunção,6.4
João Côrtes,5.8
João Fábio Cabral,4.7
João Lagarto,5.5
João Miguel,7.4
João Pedro Zappa,6.2
João Vicente de Castro,4.6
Jr.,6.3500000000000005
Ju Ji-hoon,6.2
Ju Jingyi,7.6
Ju-sang Yun,6.9
Juan Alfonso Baptista,7.75
Juan Blanco,6.699999999999999
Juan Caballero,6.5
Juan Calot,5.8
Juan Carlos Aduviri,6.0
Juan Carlos Barreto,8.2
Juan Carlos Messier,7.1
Juan Carlos Olivas,7.8
Juan Carlos Solarte,8.0
Juan Carlos Velis,6.5
Juan Carlos Vellido,6.3
Juan Carlos Viana Prieto,5.2
Juan Castano,6.8
Juan Chioran,5.6
Juan Daniel García,7.3
Juan David Restrepo,5.1
Juan Diego,6.25
Juan Diego Botto,6.6
Juan Diego Sánchez,7.0
Juan Dos Santos,5.9
Juan Eduardo Colucho,5.8
Juan Fernando Sánchez,8.3
Juan Ferrara,7.2
Juan Gea,8.2
Juan Gil Navarro,5.6
Juan José Arjona,8.0
Juan Manuel Bernal,8.0
Juan Manuel Diaz,7.6
Juan Manuel Guilera,4.699999999999999
Juan Manuel Mendoza,7.4
Juan Manuel Montilla,5.3
Juan Manuel Restrepo,7.25
Juan Manuel Tenuta,3.2
Juan Martinez,6.6
Juan Martín Jauregui,5.8
Juan Miguel Severo,7.3
Juan Millán,6.7
Juan Minujín,7.8999999999999995
Juan Pablo Barragán,7.75
Juan Pablo Di Pace,6.8
Juan Pablo Franco,7.5
Juan Pablo Gamboa,7.3
Juan Pablo Geretto,4.8
Juan Pablo Gil,7.0
Juan Pablo Llano,6.9
Juan Pablo Medina,6.433333333333334
Juan Pablo Raba,6.7
Juan Pablo Shuk,8.4
Juan Pablo Urrego,6.8
Juan Pablo Zurita,8.1
Juan Ramírez,6.6
Juan Ríos Cantú,6.8
Juan Sebastián Aragón,7.8
Juan Sebastián Calero,8.133333333333335
Juan Sorini,5.5
Juan del Río,6.7
Juana Acosta,6.0
Juana Collignon,6.6
Juana Viale,4.8
Juana del Río,7.4
Juanita Ringeling,5.5
Juanita de Villiers,4.3
Juanjo Almeida,6.4
Juanma Cifuentes,5.5
Juda Goslinga,6.7
Judah Friedlander,7.099999999999999
Judah Lewis,6.275
Judah Mackey,2.8
Judah Nelson,5.7
Judd Apatow,6.800000000000001
Judd Hirsch,7.066666666666667
Jude Akuwudike,7.7
Jude Chukwuka,6.933333333333334
Jude Law,6.933333333333333
Jude Muir,7.85
Judge Reinhold,6.9
Judi Dench,6.814285714285715
Judith Anderson,8.0
Judith Audu,5.2
Judith Barsi,6.8
Judith Godreche,5.3
Judith Hill,7.4
Judith Ivey,5.7
Judith Light,6.466666666666666
Judy Collins,6.7
Judy Davis,6.433333333333334
Judy Flynn,7.3
Judy Greer,6.709090909090909
Judy Marte,7.2
Judy Parfitt,7.35
Judy Reyes,6.5
Judyann Elder,7.6
Juergen Maurer,6.9
Jugal Hansraj,8.4
Juhi Chawla,6.383333333333334
Jui Huang,4.5
Jui Kahate,7.9
Juju Chan,5.8
Juju Di Domenico,5.7
Julene Renee,6.6
Jules De Jongh,8.2
Juli Fàbregas,5.95
Julia Baldwin,5.2
Julia Barretto,6.900000000000001
Julia Bicknell,7.9
Julia Blake,5.6
Julia Carnero,7.5
Julia Davis,7.1
Julia Denton,3.6
Julia Duffy,5.9
Julia Eringer,4.4
Julia Faure,6.8
Julia Fox,7.4
Julia Garner,7.033333333333334
Julia Ianina,6.5
Julia Jedlikowska,6.4
Julia Jones,4.8
Julia Kamińska,5.5
Julia Kassar,6.5
Julia Konrad,6.55
Julia Kouakou,4.6
Julia Lea Wolov,6.0
Julia Levy-Boeken,4.9
Julia Marcan,1.7
Julia Ormond,6.550000000000001
Julia Piaton,5.6
Julia Ragnarsson,7.2
Julia Reichert,5.2
Julia Roberts,6.222222222222222
Julia Schlaepfer,7.5
Julia Stiles,5.75
Julia Tomasone,7.5
Julia Voth,4.5
Julia Wieniawa-Narkiewicz,4.8
Julia Winter,6.6
Julian Arahanga,8.7
Julian Bailey,5.2
Julian Barratt,6.2
Julian Black Antelope,5.6
Julian Bleach,5.9
Julian Cheung,5.9
Julian Combs,5.7
Julian Dennison,6.95
Julian Feder,6.6
Julian Freund,2.7
Julian Garner,6.5
Julian Glover,8.2
Julian Hilliard,8.6
Julian Kartun,4.4
Julian Lewis Jones,7.3
Julian Maroun,6.9
Julian Ovenden,6.333333333333333
Julian Richings,6.75
Julian Sands,6.8
Julian Schaffner,3.8
Julian Selman,6.1
Julian Vergov,7.0
Julian Wadham,6.4
Juliana Galvis,7.6
Juliana Harkavy,6.5
Juliana Ibrahim,4.7
Juliana Lohmann,7.6
Juliana Mesquita,5.6
Juliane Loffler,5.0
Julianna Guill,5.7
Julianne Buescher,5.4
Julianne Hough,7.050000000000001
Julianne Moore,6.687500000000001
Julie Agnete Vang,8.5
Julie Andrews,7.9
Julie Ann Emery,6.9
Julie Ann Taylor,7.4
Julie Benz,5.675
Julie Bowen,5.733333333333333
Julie Christiansen,7.2
Julie Christie,7.25
Julie Cox,4.4
Julie Dawn Cole,7.8
Julie Delpy,6.8
Julie Dray,6.25
Julie Dreyfus,8.1
Julie Estelle,6.65
Julie Farenc,7.8
Julie Ferrier,5.3
Julie Gayet,6.4
Julie Gonzalo,5.9
Julie Graham,6.6
Julie Hagerty,7.050000000000001
Julie Hays,5.9
Julie Kavner,6.4
Julie Kay Lumasag,4.7
Julie Kent,6.7
Julie Khaner,6.8
Julie Lancaster,5.7
Julie Lemieux,6.45
Julie Maddalena,7.15
Julie McNiven,8.6
Julie Recoing,5.3
Julie Sype,6.5
Julie Tejwani,5.3999999999999995
Julie Walters,7.0
Julie de Bona,7.7
Julien Bourdel,8.1
Julien Courbey,5.2
Julien Frison,6.5
Julien Souve,6.5
Juliet Ashworth,7.3
Juliet Aubrey,5.9
Juliet Doherty,5.5
Juliet Donenfeld,6.75
Juliet Mills,6.2
Juliet Rylance,7.5
Juliet Stevenson,6.55
Julieta Cardinali,7.4
Julieta Gullo,5.4
Julieta Villar,7.6
Julieta Zylberberg,6.9
Julieth Restrepo,6.6
Juliette Angelo,4.8
Juliette Arrieta,6.4
Juliette Binoche,7.5
Juliette Cardinski,6.2
Juliette Jackson,8.4
Juliette Lewis,6.033333333333334
Juliette Maxyme Proulx,5.9
Juliette Pardau,7.8
Julio Bohigas-Couto,7.4
Julio Bracho,5.7
Julio Casado,6.35
Julio César Herrera,4.0
Julio César Pachón,8.3
Julio De Grazia,3.2
Julio Icasuriaga,6.3
Julio Jung,7.5
Julio Macias,7.3
Julio Oscar Mechoso,6.800000000000001
Julio Sánchez Cóccaro,6.7
Juliocesar Chavez,4.7
Julious Shivenga,8.1
Julissa Calderon,7.4
Julius Agu,6.0
Julius Harris,5.2
Julius Peter Wells,7.2
Julius Tennon,5.8
Juliusz Chrząstowski,6.6
Julián Arango,4.0
Julián Beltrán,6.8
Julián Cerati,4.0
Julián Díaz,8.8
Julián López,5.699999999999999
Julián Román,7.4
Julián Sorín,6.3
Julián Villagrán,6.866666666666667
Julián Zucchi,4.0
Jun Fukuyama,7.275000000000001
Jun Jong-seo,7.1
Jun Kunimura,8.133333333333335
Jun Lang Huang,7.5
Jun Miho,6.7
Jun Shison,6.7
Jun-ho Jeong,6.2
Junah Jang,6.1
Junaid Akhtar,6.6
Junaid Zeineldine,7.2
Junchen Guo,6.1
June Christopher,7.1
June Diane Raphael,6.966666666666666
June Gable,5.2
June Maliah,5.7
June Squibb,6.1
June Tsai,7.3
Jung Chae-yeon,7.6
Jung Da-bin,7.7
Jung Eugene,7.6
Jung Eun-chae,7.3
Jung Eun-ji,7.949999999999999
Jung Ga-ram,7.2
Jung Hae-in,7.6
Jung Han-bi,8.6
Jung Hoon Lee,6.0
Jung Hye-in,6.4
Jung Il-woo,7.3
Jung Jin-young,7.1
Jung Jun Won,8.1
Jung Kyung-ho,8.7
Jung Man-sik,7.7
Jung Moon-sung,8.7
Jung Seok-yong,6.5
Jung So-min,8.1
Jung Soo-young,7.75
Jung Sun-hye,4.3
Jung Woo,7.9
Jung Woong-in,7.95
Jung Yu-mi,7.05
Jung-an Chae,6.5
Jung-hoon Yeon,6.5
Jung-jae Lee,5.85
Jung-min Park,4.7
Junichi Kanemaru,6.2
Junichi Suwabe,6.90625
Junior,6.4
Junior Béjar Roca,7.3
Junji Majima,7.233333333333333
Junki Tozuka,6.4
Junko Hori,7.0
Junko Iwao,8.25
Junko Minagawa,6.466666666666666
Junko Miyashita,8.4
Junko Takeuchi,7.266666666666667
Juno Rinaldi,7.6
Juno Temple,6.475
Junpei Morita,6.2
Junta Nakama,7.1
Junya Enoki,7.339999999999999
Juraj Dabic,7.1
Juraj Kukura,6.7
Jurell Carter,7.5
Juri Nagatsuma,7.4
Juri Winkler,6.7
Jurnee Smollett-Bell,6.3
Just Blaze,7.0
Justice Smith,7.4
"Justin ""Alyssa Edwards"" Johnson",6.45
Justin Allan,6.3
Justin Baldoni,7.8
Justin Bartha,7.1000000000000005
Justin Benson,6.5
Justin Bieber,1.6
Justin Bruening,6.300000000000001
Justin Chambers,7.6
Justin Chatwin,4.9
Justin Cheung,7.3
Justin Chon,6.5200000000000005
Justin Chu Cary,6.4
Justin Claiborne,6.8
Justin Clarke Samuel,3.8
Justin Collette,7.6
Justin Cornwell,6.5
Justin Cunningham,8.9
Justin Cuyugan,6.0
Justin Deeley,4.3
Justin Fashanu,6.5
Justin Felbinger,4.1
Justin Fletcher,7.4
Justin Gordon,5.0
Justin Hartley,5.6
Justin Kelly,6.0
Justin Kirk,7.066666666666667
Justin Lee,6.1
Justin Lieberman,5.7
Justin Long,5.949999999999998
Justin Mark,3.7
Justin Mentell,5.1
Justin Michael,7.7
Justin Miles,5.1
Justin Mirichii,7.5
Justin Nesbitt,7.1
Justin Nimmo,7.2
Justin Paul Kelly,6.6
Justin Prentice,7.9
Justin Quintal,7.1
Justin Rain,4.6
Justin Ray,4.8
Justin Roiland,5.0
Justin Shafer,5.6
Justin Theroux,6.56
Justin Timberlake,6.55
Justin Trudeau,7.8
Justin Welborn,6.1
Justin Willman,7.2
Justina Machado,7.199999999999999
Justine Lupe,7.5
Justine Simmons,4.3
Juston Street,5.0
Justus von Dohnányi,7.8
Justyna Wasilewska,7.1
Jyothika,6.8
Jyoti Amge,8.0
Jyoti Joshi,7.033333333333334
Jyoti Malshe,6.0
Jyoti Subhash,6.9
Jyotii Sethi,6.0
Jytte-Merle Böhrnsen,5.5
Jérémie Covillault,6.5
Jérémie Renier,6.85
Jérémy Gillet,6.8
Jérôme Gaspard,6.3
Jérôme Kircher,8.1
Jérôme Niel,5.65
Jóhanna Vigdís Arnardóttir,7.1
Jóhannes Haukur Jóhannesson,7.8
Józef Nowak,7.0
Józef Pawlowski,6.5
Józef Rosiński,6.1
József Gyabronka,6.0
Jördis Triebel,8.8
Júlia Creus,8.6
Júlia Gibert,7.0
Júlia Rabello,7.8
Júlio Andrade,7.0
Jülide Kural,6.2
Jürgen Prochnow,7.05
Jürgen Vogel,6.5
K Prasanna,7.2
K'ang-i Lee,7.1
K. Todd Freeman,6.449999999999999
K. Trevor Wilson,6.5
K.C. Clyde,5.3
K.C. Collins,7.7
K.C. Shankar,6.3
K.G. Chandani Renuka Ratnayake,7.1
K.J. Apa,6.25
K.K. Raina,6.733333333333334
K.N. Singh,6.666666666666667
K.P.A.C. Lalitha,5.966666666666666
KARA,6.2
KC Montero,5.0
KEN THE 390,7.6
KOM_I,6.3
KRS-One,6.9
Ka Ho Yu,5.8
Ka Sang Cheung,6.9
KaDee Strickland,6.7
Kaalan Walker,8.2
Kaamya Sharma,7.4
Kaan Urgancıoğlu,7.5
Kaaris,5.9
Kabby Borders,6.1
Kabby Hui,5.0
Kabir Bedi,5.683333333333333
Kabir Sadanand,7.0
Kabir Sajid,7.25
Kacey Rohl,7.6
Kachapa Toncharoen,5.2
Kachormsak Naruepatr,7.1
Kacie Anderson,5.8
Kadan Rockett,6.3
Kadeem Hardison,7.7
Kadeem Wilson,6.3
Kaden Stephen,5.800000000000001
Kader Benchoudar,7.1
Kader Khan,4.666666666666667
Kadiff Kirwan,7.5
Kae Alexander,6.6
Kaede Hondo,7.2
Kaelynn Craddick,6.3
Kafin Sulthan,7.8
Kagiso Lediga,5.6
Kahaan,7.8
Kahina Carina,5.7
Kaho,5.3
Kaho Tsuchimura,6.1
Kahyun Kim,5.6
Kai Calhoun,4.1
Kai Inowaki,6.1
Kai Ko,5.4
Kai Lennox,6.366666666666667
Kai Scarlett Williams,3.9
Kai Scott,5.9
Kai Zen,6.3
Kai-xuan Tseng,7.5
Kaia Gerber,6.8
Kaiet Rodriguez,5.8
Kaija Pakarinen,6.0
Kaiji Soze,6.6
Kailash Waghmare,4.9
Kailyn Lowry,4.3
Kainaat Arora,5.6
Kainaz Motivala,5.433333333333333
Kais Setti,7.6
Kaisei Kamimura,4.6
Kaitlin Doubleday,6.699999999999999
Kaitlin Mesh,3.7
Kaitlyn Bernard,6.3
Kaitlyn Black,5.95
Kaitlyn Dever,7.7
Kaitlyn Leeb,6.15
Kaitlyn Maher,4.366666666666667
Kaito Ishikawa,7.200000000000002
Kaito Yoshimura,7.6
Kaiwi Lyman,6.5
Kaiwi Lyman-Mersereau,6.0
Kaizaad Kotwal,6.25
Kajal Aggarwal,7.466666666666666
Kajal Jain,6.4
Kajol,6.425000000000001
Kaka Bautista,7.3
Kaki Sham,7.5
Kal Penn,6.733333333333333
Kalabhavan Shajohn,6.6
Kalama Epstein,6.0
Kalani Hilliker,3.0
Kalani Queypo,6.9
Kaley Cuoco,6.25
Kali Bannerjee,8.0
Kali Prasad Mukherjee,5.449999999999999
Kali Rocha,6.3
Kaliayh Rhambo,6.2
Kalidas Jayaram,8.1
Kalilah Harris,4.8
Kalki Koechlin,6.944444444444446
Kalle Schwensen,5.7
Kalpana,7.1
Kalpana Iyer,6.5
Kalu Ikeagwu,5.8
Kalyanee Mulay,7.6
Kalyani Priyadarshan,6.9
Kama Kowalewska,7.2
Kamal Desai,7.3
Kamal Hassan,8.4
Kamal Kamaraju,3.3
Kamal Suliman,7.3
Kamal Tiwari,7.9
Kamala Jones,4.2
Kamalika Guha Thakurta,6.4
Kamber Hejlik,6.3
Kami Desilets,5.6
Kamil Güler,6.7
Kamil Shaikh,7.8
Kamini Kaushal,6.55
Kamini Khanna,6.05
Kamlesh Gill,4.6
Kamlesh Sawant,7.45
Kamolned Ruengsri,6.6
Kamran Lashari,7.9
Kana Asumi,7.45
Kana Hanazawa,7.058823529411764
Kana Ichinose,7.9
Kana Kurashina,6.1
Kana Ueda,7.416666666666667
Kanae Ito,7.233333333333333
Kanae Oki,6.7
Kanako Mitsuhashi,7.4
Kanako Miyashita,6.3
Kanako Tojo,7.2
Kanan Gill,6.300000000000001
Kanan Malhotra,6.8
Kanata Hongo,8.5
Kanaya Gleadys,5.6
Kanayo O. Kanayo,5.85
Kanbolat Gorkem Arslan,6.3
Kanchan Mullick,6.550000000000001
Kandi Burruss,5.5
Kandido Uranga,6.0
Kandis Wanarun,6.0
Kandyse McClure,6.233333333333333
Kane Hodder,3.0
Kane Kosugi,6.2
Kane Robinson,8.4
Kaneez Surka,4.4
Kanehira Yamamoto,6.5
Kaneta Kimotsuki,7.0
Kang Bu-ja,7.0
Kang Byul,7.0
Kang Enhe,7.3
Kang Ha-neul,8.3
Kang Han-na,8.1
Kang In-soo,6.6
Kang Ki-doong,8.1
Kang Ki-young,7.7
Kang Seung-hyeon,7.7
Kang Shi-hyun,7.275
Kang Shin-il,7.9
Kang So-ra,9.3
Kang Tae-oh,7.65
Kang Ye-won,7.9
Kang Yoon,5.7
Kang-ho Song,7.0
Kangana Ranaut,6.9111111111111105
Kangna Ranaut,3.9
Kaniehtiio Horn,5.85
Kanika Batra,6.6
Kanika Shivpuri,6.9
Kanin Ngo,7.25
Kanjana Vinaipanid,7.6
Kanjanaporn Plodpai,5.4
Kanlaya Lertkasemsup,6.3
Kannan Nayar,5.8
Kanokchat Munyadon,6.3
Kanon Tani,6.8
Kanta Sato,6.65
Kantapat Permpoonpatcharasuk,7.3
Kanthi Pitithan,7.8
Kanto Shimokura,6.7
Kanwaljeet Singh,5.874999999999999
Kanyawee Songmuang,7.333333333333333
Kanyi Nokwe,5.9
Kao Meng-Chieh,7.4
Kaolip,8.1
Kaori Fukuhara,7.4
Kaori Ishihara,7.8
Kaori Maeda,5.5
Kaori Mizuhashi,8.3
Kaori Nazuka,7.6499999999999995
Kaoru Kobayashi,7.95
Kaoru Mizuhara,8.2
Kap-soo Kim,7.1
Kapil Bawa,7.0
Kapil Jhaveri,6.0
Kapil Punjabi,5.8
Kapil Sharma,5.7
Kappei Yamaguchi,7.85
Kar Lok Chin,5.8
Kara Hayward,7.6
Kara Hui,7.033333333333334
Karam Hussain,7.4
Karamjit Anmol,5.4111111111111105
Karamo Brown,8.35
Karan Aanand,6.0
Karan Ashley,6.5
Karan Brar,5.233333333333333
Karan Johar,4.9
Karan Khanna,6.1
Karan Kundra,4.85
Karan Mehra,3.8
Karan Patel,7.2
Karan Razdan,6.5
Karan Soni,6.333333333333333
Karan Suchak,6.4
Karan Tiwana,6.2
Karanvir Bohra,5.2
Karanvir Malhotra,6.35
Kareem Mahmoud Abdel Aziz,4.6
Kareena Kapoor,6.481818181818183
Karel Roden,6.8
Karen,6.8
Karen Abercrombie,5.5
Karen Allen,7.25
Karen Bryson,3.8
Karen David,6.433333333333334
Karen Dunbar,8.2
Karen Fukuhara,6.433333333333334
Karen Gillan,7.2
Karen Holness,4.0
Karen Kaia Livers,5.5
Karen Mok,6.1
Karen Pittman,7.2
Karen Robinson,8.7
Karen Slater,5.1
Karen Strassman,6.942857142857143
Karen Williams,4.4
Karen Woditsch,4.6
Karen Ying-Chen Hu,6.7
Karen Young,7.1
Karen-Lise Mynster,6.3
Karena Ng,7.1
Karena Teo,7.0
Kari Alison Hodge,4.4
Kari Byron,6.9
Kari Matchett,6.1
Kari Wahlgren,7.049999999999999
Kariam Castro,6.8
Karim Abdel Aziz,7.199999999999999
Karim Afifi,3.8
Karim Barras,7.8
Karim Belkhadra,5.2
Karim Benzema,7.0
Karim Hajee,5.3
Karim Leklou,6.4
Karim Saleh,6.6
Karima Gouit,7.6
Karima Mokhtar,9.0
Karimah Westbrook,6.35
Karin Bohn,6.8
Karina Jordán,6.2
Karina K.,5.3
Karina Logue,6.0
Karina Maruyama,7.4
Karina Ramil,5.6000000000000005
Karina Razumovskaya,7.8
Karina Salim,4.5
Karina Smirnoff,6.3
Karina Smulders,7.2
Karina Suwandhi,5.35
Karine Amaya,4.3
Karishma Tanna,4.3
Karisma Kapoor,5.8500000000000005
Karissa Strain,4.0
Karl Davies,7.4
Karl Glusman,7.2
Karl Johnson,5.8
Karl Malden,7.3
Karl Markovics,4.1
Karl Pilkington,8.0
Karl Theobald,6.8
Karl Urban,6.025
Karl Yune,7.1
Karla Estrada,4.8
Karla Melo,8.4
Karla Souza,7.175000000000001
Karla Sue Krull,6.2
Karli Hall,5.4
Karlie Kloss,3.6
Karly Rothenberg,8.2
Karol Conká,4.7
Karole Rocher,4.5
Karolina Chapko,4.5
Karolina Kominek,6.7
Karolina Wydra,5.3
Karoline Eichhorn,8.8
Karoline Hamm,6.1
Karra Elejalde,6.32
Karran Jeet,4.6
Karrie Cox,6.9
Karrie Martin,7.4
Karrueche Tran,4.8
Karsten Gefle,6.2
Karsten Jansfort,7.2
Kartar Cheema,5.933333333333334
Karthi,6.8
Karthik,5.2
Karthik A,7.7
Karthika Muraleedharan,6.5
Kartik Aaryan,7.025
Kartika Putri,5.6
Kartikeya Gummakonda,6.1
Karuna Pandey,5.7
Karuna Prasad,8.0
Karunas,6.4
Karyme Lozano,3.4
Kashish Singh,5.5
Kashmira Irani,6.55
Kashmira Shah,7.2
Kashyap Bharbhaya,5.5
Kashyap Kapoor,6.6
Kasi Lemmons,7.1
Kasia Smutniak,6.35
Kasper Lange,8.5
Kassandra Voyagis,5.0
Kasumi Arimura,6.5
Kat Alano,6.0
Kat Dennings,4.7
Kat Feller,6.050000000000001
Kat Foster,5.0
Kat Gellin,4.9
Kat Graham,5.642857142857144
Kat Stewart,8.3
Katarina Kajkus,6.5
Katarzyna Bujakiewicz,5.8
Katarzyna Kwiatkowska,7.1
Katarzyna Sawczuk,5.5
Katarzyna Warnke,3.8
Kate Alejandrino,6.2
Kate Atkinson,8.6
Kate B. O'Brien,7.8
Kate Beckinsale,6.6
Kate Berlant,6.366666666666667
Kate Bornstein,6.4
Kate Bosworth,5.58
Kate Box,6.85
Kate Bracken,4.0
Kate Braithwaite,5.4
Kate Bristol,6.699999999999999
Kate Burton,5.5
Kate Capshaw,6.949999999999999
Kate Cobb,4.3
Kate Dickie,6.9
Kate Elliott,7.6
Kate Fahy,7.2
Kate Fitzpatrick,7.5
Kate Flannery,6.7
Kate Greenhouse,6.4
Kate Harbour,7.525
Kate Henshaw-Nuttal,5.6
Kate Higgins,6.542857142857143
Kate Hudson,6.1
Kate Jenkinson,8.6
Kate Jennings Grant,5.6
Kate Kovach,6.3
Kate Lang Johnson,3.5
Kate Linder,4.4
Kate Liquorish,5.9
Kate Lyn Sheil,6.1
Kate Magowan,7.699999999999999
Kate Mara,6.483333333333332
Kate McCafferty,8.7
Kate McKinnon,6.12
Kate Micucci,7.000000000000001
Kate Moran,6.5
Kate Moyer,5.3
Kate Mulgrew,7.466666666666666
Kate Murphy,4.85
Kate Nash,8.0
Kate Nelligan,6.3
Kate Nhung,5.8
Kate Nowlin,6.2
Kate Pang,4.8
Kate Reinders,4.2
Kate Rose Reynolds,4.3
Kate Rutter,7.9
Kate Sheldon,7.0
Kate Siegel,7.6
Kate Todd,7.0
Kate Trotter,5.3
Kate Tsui,5.85
Kate Vernon,4.7
Kate Walsh,6.540000000000001
Kate Winslet,6.3999999999999995
Kate del Castillo,7.040000000000001
Katee Sackhoff,5.7
Katelijne Damen,8.1
Katelyn Epperly,5.7
Katerina D'Onofrio,6.2
Katerina Tannenbaum,7.5
Katey Hoffman,5.3
